UID,Recomend
350,"[[89], [89, 54, 91, 50, 29, 8, 62, 32, 49, 36]]"
351,"[[89], [89, 50, 36, 27, 29, 35, 32, 62, 54, 53]]"
352,"[[29], [29, 7, 50, 36, 27, 32, 5, 35, 31, 15]]"
353,"[[100], [100, 27, 72, 89, 31, 62, 54, 49, 78, 50]]"
354,"[[14], [14, 31, 66, 22, 12, 65, 46, 2, 50, 27]]"
355,"[[62], [62, 54, 48, 61, 28, 89, 49, 78, 68, 63]]"
356,"[[53], [53, 49, 50, 62, 66, 31, 68, 61, 69, 42]]"
357,"[[10], [10, 7, 8, 1, 3, 11, 60, 29, 64, 23]]"
358,"[[5], [5, 27, 36, 50, 8, 29, 89, 7, 32, 17]]"
359,"[[50], [50, 53, 29, 65, 35, 36, 69, 27, 31, 72]]"
360,"[[11], [11, 36, 2, 61, 10, 45, 31, 81, 27, 50]]"
361,"[[94], [94, 91, 97, 89, 83, 93, 95, 96, 87, 62]]"
362,"[[10], [10, 22, 41, 60, 7, 23, 38, 91, 40, 25]]"
363,"[[89], [89, 94, 86, 91, 62, 54, 88, 32, 97, 93]]"
364,"[[11], [11, 14, 27, 72, 3, 55, 65, 21, 34, 12]]"
365,"[[60], [60, 63, 41, 48, 50, 49, 45, 28, 62, 37]]"
366,"[[54], [54, 21, 14, 49, 42, 65, 61, 50, 31, 12]]"
367,"[[10], [10, 36, 55, 27, 1, 11, 38, 40, 31, 22]]"
368,"[[10], [10, 38, 29, 50, 35, 22, 23, 11, 36, 32]]"
369,"[[89], [89, 76, 53, 36, 32, 81, 80, 27, 29, 50]]"
370,"[[47], [47, 28, 62, 68, 89, 6, 54, 48, 63, 61]]"
371,"[[29], [29, 8, 50, 15, 91, 7, 36, 89, 13, 1]]"
372,"[[21], [21, 50, 53, 49, 31, 72, 39, 11, 42, 36]]"
373,"[[50], [50, 53, 29, 89, 91, 65, 81, 27, 54, 72]]"
374,"[[60], [60, 10, 50, 89, 95, 97, 3, 99, 53, 62]]"
375,"[[29], [29, 50, 35, 3, 32, 11, 27, 36, 61, 5]]"
376,"[[73], [73, 88, 78, 76, 87, 95, 89, 80, 72, 92]]"
377,"[[14], [14, 42, 21, 47, 26, 49, 65, 39, 34, 72]]"
378,"[[6], [6, 53, 61, 54, 62, 68, 49, 42, 69, 47]]"
379,"[[50], [50, 29, 36, 89, 27, 35, 7, 32, 53, 72]]"
380,"[[81], [81, 78, 83, 85, 76, 73, 72, 94, 77, 86]]"
381,"[[34], [34, 94, 65, 78, 27, 22, 10, 21, 95, 40]]"
382,"[[73], [73, 78, 80, 85, 77, 79, 100, 89, 27, 5]]"
383,"[[8], [8, 89, 81, 91, 94, 10, 1, 95, 87, 88]]"
384,"[[89], [89, 13, 36, 50, 15, 5, 27, 91, 88, 29]]"
385,"[[31], [31, 50, 81, 27, 53, 85, 21, 100, 36, 69]]"
386,"[[31], [31, 27, 61, 50, 36, 66, 35, 29, 32, 69]]"
387,"[[8], [8, 7, 15, 3, 60, 81, 5, 100, 10, 85]]"
388,"[[91], [91, 89, 95, 97, 94, 96, 88, 93, 62, 10]]"
389,"[[27], [27, 11, 40, 31, 48, 36, 10, 50, 21, 6]]"
390,"[[60], [60, 10, 63, 9, 43, 55, 23, 38, 22, 64]]"
391,"[[89], [89, 81, 72, 53, 50, 54, 76, 27, 93, 83]]"
392,"[[27], [27, 62, 47, 71, 68, 50, 65, 66, 54, 72]]"
393,"[[89], [89, 29, 8, 50, 35, 32, 56, 53, 54, 2]]"
394,"[[83], [83, 80, 78, 76, 77, 73, 72, 87, 98, 92]]"
395,"[[29], [29, 10, 2, 50, 35, 38, 8, 11, 89, 23]]"
396,"[[50], [50, 29, 7, 5, 13, 36, 15, 81, 18, 35]]"
397,"[[31], [31, 100, 27, 21, 65, 50, 36, 81, 22, 34]]"
398,"[[22], [22, 50, 100, 81, 15, 29, 98, 91, 13, 42]]"
399,"[[89], [89, 54, 6, 62, 61, 91, 55, 41, 32, 49]]"
400,"[[50], [50, 31, 29, 54, 32, 61, 36, 69, 53, 49]]"
401,"[[31], [31, 65, 21, 27, 100, 14, 51, 2, 98, 61]]"
402,"[[10], [10, 16, 44, 55, 94, 18, 15, 91, 86, 60]]"
403,"[[89], [89, 50, 36, 88, 27, 91, 87, 93, 1, 62]]"
404,"[[89], [89, 93, 62, 97, 32, 54, 31, 36, 76, 72]]"
405,"[[10], [10, 50, 36, 53, 62, 56, 35, 69, 32, 66]]"
406,"[[14], [14, 65, 42, 54, 49, 47, 26, 28, 21, 6]]"
407,"[[94], [94, 10, 62, 48, 97, 47, 60, 23, 86, 32]]"
408,"[[15], [15, 60, 50, 10, 29, 16, 8, 18, 44, 7]]"
409,"[[50], [50, 53, 29, 36, 32, 65, 35, 46, 54, 42]]"
410,"[[53], [53, 27, 83, 89, 50, 65, 72, 35, 31, 93]]"
411,"[[10], [10, 35, 23, 50, 91, 38, 2, 14, 29, 22]]"
412,"[[47], [47, 62, 28, 49, 68, 63, 48, 54, 56, 12]]"
413,"[[50], [50, 81, 27, 36, 35, 88, 1, 53, 29, 91]]"
414,"[[10], [10, 89, 91, 83, 11, 95, 23, 100, 5, 87]]"
415,"[[31], [31, 27, 65, 61, 50, 21, 36, 100, 53, 6]]"
416,"[[100], [100, 85, 89, 31, 78, 91, 73, 98, 72, 27]]"
417,"[[10], [10, 57, 23, 24, 67, 16, 44, 9, 64, 55]]"
418,"[[81], [81, 3, 10, 50, 76, 83, 87, 89, 72, 46]]"
419,"[[89], [89, 10, 29, 76, 91, 50, 97, 60, 32, 95]]"
420,"[[89], [89, 53, 36, 50, 32, 62, 27, 72, 35, 93]]"
421,"[[100], [100, 89, 83, 21, 29, 50, 78, 97, 40, 3]]"
422,"[[5], [5, 35, 50, 27, 89, 29, 72, 83, 21, 31]]"
423,"[[50], [50, 53, 21, 42, 14, 26, 69, 25, 46, 56]]"
424,"[[10], [10, 38, 50, 29, 1, 62, 35, 46, 69, 55]]"
425,"[[27], [27, 65, 31, 36, 98, 100, 29, 50, 21, 61]]"
426,"[[53], [53, 81, 50, 76, 35, 29, 72, 27, 78, 80]]"
427,"[[50], [50, 62, 36, 27, 53, 35, 32, 69, 89, 49]]"
428,"[[22], [22, 100, 10, 41, 85, 3, 55, 91, 9, 87]]"
429,"[[23], [23, 10, 60, 3, 1, 7, 40, 11, 45, 38]]"
430,"[[62], [62, 50, 54, 32, 53, 49, 35, 89, 47, 97]]"
431,"[[32], [32, 50, 49, 62, 53, 29, 68, 42, 35, 54]]"
432,"[[89], [89, 73, 54, 61, 62, 78, 80, 93, 32, 72]]"
433,"[[5], [5, 27, 31, 50, 36, 61, 48, 49, 29, 32]]"
434,"[[89], [89, 62, 54, 10, 91, 32, 50, 47, 53, 49]]"
435,"[[27], [27, 36, 62, 32, 66, 61, 50, 53, 68, 31]]"
436,"[[50], [50, 29, 35, 36, 53, 27, 81, 2, 32, 89]]"
437,"[[11], [11, 21, 62, 50, 49, 27, 89, 48, 31, 12]]"
438,"[[81], [81, 96, 100, 88, 97, 46, 72, 6, 89, 94]]"
439,"[[5], [5, 27, 100, 98, 65, 21, 78, 31, 81, 29]]"
440,"[[50], [50, 42, 56, 21, 53, 14, 46, 29, 89, 35]]"
441,"[[100], [100, 51, 52, 41, 85, 3, 45, 21, 31, 25]]"
442,"[[10], [10, 22, 46, 67, 50, 65, 9, 14, 42, 55]]"
443,"[[53], [53, 32, 49, 54, 68, 62, 50, 61, 36, 69]]"
444,"[[98], [98, 95, 89, 83, 97, 65, 72, 96, 93, 91]]"
445,"[[50], [50, 10, 85, 94, 22, 72, 11, 23, 27, 41]]"
446,"[[28], [28, 90, 47, 82, 99, 94, 63, 77, 78, 92]]"
447,"[[7], [7, 50, 5, 98, 60, 36, 89, 49, 48, 97]]"
448,"[[62], [62, 27, 61, 6, 65, 31, 12, 66, 36, 47]]"
449,"[[89], [89, 91, 88, 87, 62, 76, 96, 27, 50, 93]]"
450,"[[42], [42, 21, 14, 49, 46, 83, 39, 28, 81, 26]]"
451,"[[31], [31, 14, 54, 65, 61, 53, 83, 69, 12, 27]]"
452,"[[10], [10, 62, 94, 68, 18, 67, 9, 86, 66, 55]]"
453,"[[22], [22, 14, 42, 62, 26, 65, 48, 89, 54, 49]]"
454,"[[50], [50, 21, 29, 27, 36, 53, 31, 35, 69, 42]]"
455,"[[50], [50, 49, 32, 62, 53, 36, 60, 89, 68, 94]]"
456,"[[32], [32, 49, 62, 50, 89, 54, 68, 47, 28, 69]]"
457,"[[29], [29, 5, 2, 36, 50, 66, 35, 31, 8, 11]]"
458,"[[65], [65, 21, 81, 11, 51, 83, 54, 31, 34, 100]]"
459,"[[15], [15, 29, 50, 7, 8, 35, 1, 36, 89, 2]]"
460,"[[89], [89, 88, 7, 62, 32, 93, 50, 87, 97, 19]]"
461,"[[27], [27, 50, 65, 31, 21, 98, 26, 35, 36, 14]]"
462,"[[62], [62, 49, 68, 32, 66, 50, 27, 35, 89, 53]]"
463,"[[10], [10, 9, 38, 46, 23, 50, 22, 62, 47, 54]]"
464,"[[50], [50, 29, 53, 89, 5, 72, 32, 27, 35, 36]]"
465,"[[50], [50, 89, 72, 53, 35, 32, 49, 29, 62, 27]]"
466,"[[50], [50, 27, 29, 35, 36, 87, 31, 89, 72, 53]]"
467,"[[50], [50, 89, 35, 29, 32, 36, 62, 27, 53, 88]]"
468,"[[29], [29, 50, 32, 35, 89, 53, 36, 8, 62, 54]]"
469,"[[89], [89, 14, 55, 47, 91, 70, 62, 100, 83, 65]]"
470,"[[89], [89, 65, 91, 62, 5, 27, 61, 32, 54, 55]]"
471,"[[5], [5, 78, 83, 71, 27, 20, 65, 85, 72, 73]]"
472,"[[10], [10, 22, 81, 25, 23, 38, 50, 21, 42, 46]]"
473,"[[27], [27, 36, 50, 29, 31, 35, 5, 66, 32, 53]]"
474,"[[31], [31, 100, 49, 54, 61, 27, 72, 53, 89, 50]]"
475,"[[23], [23, 6, 47, 11, 10, 14, 28, 62, 70, 55]]"
476,"[[54], [54, 27, 61, 62, 49, 89, 31, 32, 72, 68]]"
477,"[[10], [10, 50, 15, 89, 8, 29, 16, 81, 18, 53]]"
478,"[[62], [62, 47, 93, 89, 68, 6, 28, 61, 96, 92]]"
479,"[[31], [31, 65, 21, 27, 51, 52, 34, 100, 26, 12]]"
480,"[[27], [27, 5, 36, 31, 50, 78, 32, 62, 21, 100]]"
481,"[[50], [50, 35, 53, 62, 36, 29, 7, 66, 32, 68]]"
482,"[[94], [94, 91, 86, 97, 55, 8, 89, 67, 54, 96]]"
483,"[[49], [49, 54, 62, 61, 31, 32, 50, 68, 36, 53]]"
484,"[[1], [1, 2, 7, 50, 10, 29, 60, 35, 36, 3]]"
485,"[[89], [89, 32, 76, 62, 36, 87, 35, 93, 88, 50]]"
486,"[[21], [21, 65, 27, 53, 34, 98, 83, 50, 42, 39]]"
487,"[[94], [94, 67, 28, 86, 6, 55, 91, 70, 78, 62]]"
488,"[[50], [50, 29, 53, 49, 56, 32, 69, 35, 31, 36]]"
489,"[[89], [89, 68, 54, 32, 53, 62, 28, 47, 49, 66]]"
490,"[[29], [29, 5, 65, 50, 35, 27, 36, 11, 21, 2]]"
491,"[[50], [50, 32, 62, 29, 53, 36, 35, 49, 89, 66]]"
492,"[[50], [50, 36, 62, 35, 27, 69, 66, 53, 56, 68]]"
493,"[[10], [10, 1, 94, 50, 60, 31, 27, 41, 23, 25]]"
494,"[[62], [62, 49, 68, 32, 89, 54, 47, 36, 53, 50]]"
495,"[[27], [27, 100, 5, 31, 36, 65, 50, 3, 72, 73]]"
496,"[[7], [7, 50, 36, 27, 35, 80, 5, 29, 87, 53]]"
497,"[[62], [62, 94, 28, 60, 10, 86, 63, 48, 47, 68]]"
498,"[[29], [29, 50, 62, 32, 35, 63, 28, 47, 68, 49]]"
499,"[[50], [50, 35, 10, 36, 29, 53, 89, 62, 27, 81]]"
500,"[[89], [89, 29, 50, 72, 83, 35, 7, 97, 76, 93]]"
501,"[[27], [27, 31, 61, 65, 36, 54, 66, 50, 53, 62]]"
502,"[[10], [10, 62, 55, 38, 36, 50, 89, 1, 32, 27]]"
503,"[[62], [62, 47, 61, 89, 55, 6, 68, 28, 32, 70]]"
504,"[[8], [8, 10, 7, 29, 50, 1, 3, 64, 60, 41]]"
505,"[[50], [50, 49, 31, 69, 32, 27, 62, 35, 29, 36]]"
506,"[[27], [27, 89, 36, 50, 54, 62, 53, 61, 72, 32]]"
507,"[[62], [62, 53, 38, 23, 10, 47, 32, 50, 61, 14]]"
508,"[[53], [53, 12, 39, 21, 14, 65, 27, 26, 62, 42]]"
509,"[[65], [65, 49, 53, 21, 61, 31, 42, 62, 50, 54]]"
510,"[[62], [62, 53, 89, 68, 50, 32, 49, 27, 66, 36]]"
511,"[[21], [21, 65, 39, 42, 83, 31, 14, 26, 27, 34]]"
512,"[[50], [50, 53, 72, 65, 42, 21, 32, 98, 14, 29]]"
513,"[[51], [51, 41, 52, 40, 100, 27, 31, 21, 11, 78]]"
514,"[[50], [50, 81, 11, 72, 94, 97, 89, 3, 10, 27]]"
515,"[[5], [5, 27, 83, 53, 35, 50, 89, 66, 65, 32]]"
516,"[[36], [36, 27, 31, 49, 62, 50, 54, 21, 32, 48]]"
517,"[[54], [54, 47, 62, 72, 49, 68, 32, 78, 65, 89]]"
518,"[[49], [49, 50, 54, 14, 42, 29, 62, 32, 48, 28]]"
519,"[[62], [62, 54, 89, 32, 50, 53, 49, 68, 65, 91]]"
520,"[[18], [18, 89, 94, 50, 62, 86, 36, 32, 35, 27]]"
521,"[[29], [29, 50, 35, 36, 53, 27, 69, 89, 32, 31]]"
522,"[[50], [50, 53, 29, 32, 54, 65, 69, 42, 36, 21]]"
523,"[[50], [50, 89, 62, 32, 53, 49, 54, 68, 47, 97]]"
524,"[[49], [49, 54, 72, 78, 50, 48, 89, 27, 31, 62]]"
525,"[[54], [54, 76, 89, 91, 55, 53, 32, 72, 61, 94]]"
526,"[[94], [94, 96, 86, 97, 95, 89, 88, 50, 93, 18]]"
527,"[[89], [89, 7, 78, 32, 72, 90, 76, 50, 84, 62]]"
528,"[[62], [62, 47, 65, 49, 68, 54, 36, 66, 55, 27]]"
529,"[[89], [89, 72, 76, 88, 93, 85, 83, 80, 47, 32]]"
530,"[[72], [72, 83, 76, 53, 50, 65, 78, 73, 21, 89]]"
531,"[[94], [94, 89, 78, 76, 72, 93, 41, 97, 95, 96]]"
532,"[[27], [27, 31, 50, 36, 53, 29, 61, 35, 69, 32]]"
533,"[[100], [100, 15, 37, 73, 3, 89, 85, 61, 50, 78]]"
534,"[[29], [29, 7, 35, 50, 36, 5, 27, 66, 32, 11]]"
535,"[[53], [53, 50, 29, 36, 35, 27, 31, 69, 42, 65]]"
536,"[[65], [65, 14, 27, 53, 50, 54, 42, 62, 22, 49]]"
537,"[[5], [5, 36, 50, 27, 89, 65, 29, 31, 32, 72]]"
538,"[[62], [62, 68, 47, 66, 28, 89, 32, 78, 49, 61]]"
539,"[[31], [31, 27, 36, 65, 29, 5, 50, 11, 35, 3]]"
540,"[[61], [61, 31, 53, 65, 21, 11, 36, 27, 54, 6]]"
541,"[[29], [29, 65, 50, 27, 98, 36, 21, 31, 53, 35]]"
542,"[[10], [10, 22, 11, 50, 14, 46, 21, 42, 40, 34]]"
543,"[[72], [72, 89, 83, 53, 76, 78, 5, 50, 91, 93]]"
544,"[[94], [94, 62, 57, 10, 86, 89, 44, 95, 67, 82]]"
545,"[[27], [27, 5, 36, 31, 3, 54, 32, 8, 11, 50]]"
546,"[[50], [50, 29, 89, 53, 32, 35, 54, 72, 36, 49]]"
547,"[[81], [81, 72, 83, 50, 53, 27, 78, 29, 100, 80]]"
548,"[[2], [2, 6, 76, 94, 25, 45, 50, 1, 67, 55]]"
549,"[[94], [94, 95, 67, 91, 10, 55, 57, 96, 76, 89]]"
550,"[[50], [50, 89, 69, 62, 32, 35, 29, 53, 49, 68]]"
551,"[[65], [65, 53, 50, 42, 29, 49, 54, 21, 46, 35]]"
552,"[[29], [29, 2, 50, 21, 35, 83, 42, 14, 53, 56]]"
553,"[[14], [14, 53, 49, 32, 21, 54, 42, 29, 39, 50]]"
554,"[[89], [89, 91, 29, 3, 54, 81, 50, 93, 8, 35]]"
555,"[[62], [62, 68, 32, 54, 89, 66, 49, 36, 50, 53]]"
556,"[[86], [86, 94, 60, 55, 10, 67, 9, 88, 97, 62]]"
557,"[[10], [10, 29, 2, 50, 35, 7, 3, 1, 36, 60]]"
558,"[[50], [50, 14, 29, 53, 65, 27, 21, 36, 69, 11]]"
559,"[[65], [65, 62, 71, 72, 49, 68, 89, 83, 91, 93]]"
560,"[[89], [89, 97, 62, 47, 90, 32, 68, 93, 95, 28]]"
561,"[[25], [25, 22, 10, 50, 49, 62, 100, 48, 31, 26]]"
562,"[[50], [50, 36, 27, 29, 72, 53, 35, 21, 32, 78]]"
563,"[[7], [7, 29, 8, 50, 89, 35, 1, 91, 60, 2]]"
564,"[[27], [27, 10, 36, 50, 1, 31, 32, 55, 35, 61]]"
565,"[[29], [29, 22, 14, 50, 11, 65, 2, 34, 10, 21]]"
566,"[[78], [78, 73, 6, 62, 61, 27, 80, 72, 21, 85]]"
567,"[[65], [65, 21, 42, 31, 27, 34, 22, 26, 62, 12]]"
568,"[[62], [62, 28, 68, 89, 92, 66, 96, 47, 19, 63]]"
569,"[[44], [44, 1, 10, 60, 27, 36, 62, 89, 57, 88]]"
570,"[[50], [50, 36, 27, 31, 53, 29, 35, 62, 54, 49]]"
571,"[[29], [29, 36, 50, 35, 46, 56, 14, 54, 31, 27]]"
572,"[[62], [62, 49, 50, 68, 27, 66, 32, 36, 31, 89]]"
573,"[[89], [89, 50, 53, 32, 36, 29, 54, 49, 65, 27]]"
574,"[[29], [29, 35, 50, 27, 89, 36, 53, 87, 3, 65]]"
575,"[[80], [80, 72, 83, 31, 78, 73, 98, 76, 81, 21]]"
576,"[[89], [89, 91, 95, 88, 96, 93, 87, 50, 97, 54]]"
577,"[[62], [62, 68, 47, 28, 94, 63, 89, 97, 96, 48]]"
578,"[[97], [97, 50, 96, 54, 29, 32, 69, 42, 89, 49]]"
579,"[[94], [94, 97, 95, 50, 89, 62, 68, 49, 86, 93]]"
580,"[[31], [31, 49, 89, 100, 27, 21, 61, 62, 11, 81]]"
581,"[[29], [29, 2, 21, 11, 3, 50, 81, 100, 31, 5]]"
582,"[[32], [32, 62, 54, 50, 53, 89, 49, 28, 47, 35]]"
583,"[[21], [21, 98, 50, 25, 27, 26, 39, 31, 14, 100]]"
584,"[[29], [29, 31, 11, 50, 21, 27, 14, 40, 100, 36]]"
585,"[[89], [89, 91, 87, 3, 93, 50, 66, 88, 62, 72]]"
586,"[[100], [100, 31, 27, 61, 21, 89, 6, 53, 50, 72]]"
587,"[[62], [62, 68, 28, 49, 89, 48, 66, 32, 54, 63]]"
588,"[[31], [31, 50, 27, 36, 29, 35, 53, 69, 21, 61]]"
589,"[[89], [89, 32, 76, 94, 50, 88, 72, 19, 62, 93]]"
590,"[[62], [62, 94, 89, 86, 68, 32, 10, 36, 97, 50]]"
591,"[[94], [94, 91, 97, 89, 54, 32, 60, 96, 49, 50]]"
592,"[[62], [62, 89, 32, 53, 76, 54, 47, 50, 61, 36]]"
593,"[[81], [81, 89, 91, 27, 5, 36, 31, 88, 87, 50]]"
594,"[[21], [21, 65, 81, 22, 42, 14, 26, 53, 31, 51]]"
595,"[[78], [78, 89, 23, 76, 73, 19, 72, 77, 3, 10]]"
596,"[[50], [50, 10, 81, 5, 29, 36, 89, 94, 76, 35]]"
597,"[[60], [60, 8, 63, 89, 64, 10, 62, 86, 94, 97]]"
598,"[[6], [6, 89, 47, 62, 61, 32, 54, 78, 28, 11]]"
599,"[[89], [89, 50, 54, 71, 29, 32, 72, 62, 35, 53]]"
600,"[[89], [89, 94, 62, 91, 76, 93, 86, 88, 72, 32]]"
601,"[[89], [89, 62, 50, 49, 32, 28, 35, 68, 29, 54]]"
602,"[[61], [61, 62, 27, 32, 89, 54, 73, 78, 68, 36]]"
603,"[[50], [50, 32, 89, 29, 85, 11, 49, 35, 36, 62]]"
604,"[[62], [62, 32, 89, 53, 68, 54, 56, 49, 61, 66]]"
605,"[[89], [89, 62, 78, 54, 87, 72, 68, 49, 61, 76]]"
606,"[[50], [50, 29, 36, 27, 35, 53, 31, 15, 13, 69]]"
607,"[[50], [50, 89, 29, 91, 35, 13, 36, 87, 94, 53]]"
608,"[[11], [11, 36, 6, 31, 61, 32, 50, 27, 3, 53]]"
609,"[[89], [89, 62, 48, 68, 88, 28, 66, 93, 91, 94]]"
610,"[[53], [53, 69, 66, 61, 50, 12, 49, 56, 35, 62]]"
611,"[[29], [29, 50, 35, 53, 54, 32, 89, 49, 72, 69]]"
612,"[[29], [29, 50, 7, 35, 36, 15, 32, 53, 69, 13]]"
613,"[[62], [62, 32, 72, 68, 19, 89, 76, 73, 47, 78]]"
614,"[[50], [50, 36, 27, 53, 21, 29, 35, 56, 65, 31]]"
615,"[[62], [62, 68, 28, 47, 54, 49, 63, 89, 48, 66]]"
616,"[[89], [89, 62, 32, 54, 61, 68, 49, 76, 53, 72]]"
617,"[[27], [27, 50, 35, 65, 31, 36, 29, 21, 53, 11]]"
618,"[[7], [7, 50, 35, 56, 53, 14, 89, 29, 10, 12]]"
619,"[[94], [94, 89, 95, 90, 97, 93, 86, 96, 71, 62]]"
620,"[[89], [89, 50, 81, 53, 76, 35, 62, 87, 72, 29]]"
621,"[[62], [62, 48, 72, 68, 49, 89, 50, 32, 78, 47]]"
622,"[[81], [81, 29, 91, 50, 89, 65, 35, 53, 36, 31]]"
623,"[[53], [53, 32, 50, 36, 62, 35, 54, 27, 29, 69]]"
624,"[[62], [62, 89, 68, 32, 61, 54, 28, 49, 47, 48]]"
625,"[[6], [6, 45, 25, 22, 41, 3, 46, 9, 51, 52]]"
626,"[[54], [54, 49, 72, 53, 62, 32, 27, 68, 50, 47]]"
627,"[[50], [50, 29, 31, 35, 27, 56, 36, 49, 89, 21]]"
628,"[[36], [36, 27, 65, 53, 50, 31, 35, 32, 29, 61]]"
629,"[[5], [5, 27, 100, 73, 78, 3, 8, 80, 31, 36]]"
630,"[[89], [89, 36, 27, 62, 87, 50, 88, 49, 66, 48]]"
631,"[[62], [62, 68, 61, 32, 66, 27, 78, 87, 80, 54]]"
632,"[[89], [89, 100, 62, 91, 10, 50, 54, 27, 11, 3]]"
633,"[[27], [27, 48, 31, 100, 49, 54, 29, 50, 65, 11]]"
634,"[[10], [10, 44, 18, 38, 94, 62, 16, 9, 55, 57]]"
635,"[[72], [72, 76, 89, 80, 53, 54, 27, 62, 73, 78]]"
636,"[[27], [27, 91, 89, 87, 36, 93, 65, 50, 35, 92]]"
637,"[[27], [27, 35, 50, 29, 31, 53, 36, 65, 32, 61]]"
638,"[[27], [27, 65, 36, 80, 73, 87, 10, 76, 78, 89]]"
639,"[[29], [29, 50, 36, 32, 54, 11, 89, 35, 1, 10]]"
640,"[[31], [31, 50, 61, 27, 32, 36, 35, 29, 53, 54]]"
641,"[[62], [62, 49, 32, 36, 68, 89, 50, 48, 61, 66]]"
642,"[[50], [50, 27, 31, 36, 29, 100, 35, 87, 65, 72]]"
643,"[[29], [29, 50, 87, 83, 85, 36, 65, 27, 35, 89]]"
644,"[[15], [15, 29, 50, 8, 36, 1, 27, 10, 81, 5]]"
645,"[[53], [53, 65, 14, 21, 50, 42, 62, 49, 54, 66]]"
646,"[[62], [62, 68, 32, 27, 20, 28, 48, 66, 49, 19]]"
647,"[[23], [23, 10, 62, 89, 38, 27, 36, 35, 50, 11]]"
648,"[[48], [48, 5, 27, 78, 61, 62, 31, 28, 3, 30]]"
649,"[[62], [62, 28, 89, 86, 68, 88, 94, 87, 71, 82]]"
650,"[[5], [5, 81, 50, 89, 27, 83, 29, 72, 1, 100]]"
651,"[[27], [27, 5, 50, 10, 36, 31, 3, 11, 29, 8]]"
652,"[[83], [83, 1, 10, 11, 64, 14, 8, 22, 55, 43]]"
653,"[[89], [89, 35, 50, 83, 32, 36, 27, 87, 29, 81]]"
654,"[[31], [31, 14, 27, 49, 12, 61, 54, 65, 72, 98]]"
655,"[[10], [10, 55, 8, 50, 22, 54, 36, 38, 91, 32]]"
656,"[[67], [67, 100, 6, 73, 94, 70, 78, 9, 23, 51]]"
657,"[[31], [31, 6, 27, 61, 32, 21, 49, 100, 53, 54]]"
658,"[[15], [15, 89, 5, 7, 50, 13, 18, 19, 36, 8]]"
659,"[[54], [54, 49, 61, 50, 31, 27, 62, 22, 11, 48]]"
660,"[[35], [35, 50, 62, 32, 83, 27, 72, 53, 47, 76]]"
661,"[[5], [5, 27, 73, 80, 78, 89, 77, 88, 94, 36]]"
662,"[[8], [8, 29, 10, 65, 50, 11, 3, 91, 36, 15]]"
663,"[[36], [36, 27, 31, 32, 5, 50, 53, 11, 61, 89]]"
664,"[[89], [89, 50, 60, 15, 1, 62, 36, 32, 35, 29]]"
665,"[[8], [8, 89, 91, 60, 36, 88, 97, 15, 94, 86]]"
666,"[[50], [50, 53, 72, 36, 89, 27, 35, 29, 65, 69]]"
667,"[[89], [89, 32, 50, 36, 66, 62, 53, 35, 69, 88]]"
668,"[[50], [50, 36, 94, 65, 53, 27, 21, 5, 29, 35]]"
669,"[[100], [100, 31, 21, 51, 27, 52, 81, 36, 5, 73]]"
670,"[[27], [27, 65, 31, 21, 11, 50, 29, 3, 51, 12]]"
671,"[[29], [29, 50, 27, 31, 35, 65, 36, 53, 69, 54]]"
672,"[[50], [50, 10, 35, 29, 53, 36, 2, 56, 15, 89]]"
673,"[[32], [32, 62, 50, 54, 36, 89, 49, 53, 68, 61]]"
674,"[[27], [27, 50, 36, 62, 31, 89, 35, 61, 32, 72]]"
675,"[[10], [10, 60, 3, 45, 11, 64, 23, 94, 1, 55]]"
676,"[[27], [27, 31, 80, 61, 6, 55, 73, 67, 3, 87]]"
677,"[[62], [62, 68, 49, 89, 66, 28, 50, 32, 47, 19]]"
678,"[[54], [54, 49, 31, 81, 61, 53, 50, 32, 72, 89]]"
679,"[[89], [89, 62, 50, 53, 35, 55, 36, 32, 29, 91]]"
680,"[[49], [49, 54, 29, 32, 50, 53, 31, 27, 100, 7]]"
681,"[[31], [31, 27, 61, 50, 10, 36, 62, 49, 69, 54]]"
682,"[[7], [7, 50, 89, 29, 49, 100, 53, 62, 69, 66]]"
683,"[[94], [94, 62, 97, 89, 96, 84, 90, 68, 86, 47]]"
684,"[[94], [94, 62, 95, 86, 92, 68, 96, 89, 72, 87]]"
685,"[[50], [50, 53, 35, 89, 62, 93, 72, 29, 68, 49]]"
686,"[[89], [89, 62, 54, 49, 50, 72, 27, 32, 53, 68]]"
687,"[[60], [60, 86, 10, 94, 15, 9, 55, 8, 64, 38]]"
688,"[[49], [49, 53, 62, 50, 68, 32, 54, 66, 42, 36]]"
689,"[[54], [54, 89, 11, 32, 91, 47, 62, 10, 14, 40]]"
690,"[[98], [98, 22, 21, 100, 72, 4, 34, 25, 39, 42]]"
691,"[[89], [89, 97, 72, 62, 93, 32, 47, 54, 76, 50]]"
692,"[[29], [29, 97, 32, 89, 50, 62, 28, 63, 48, 35]]"
693,"[[62], [62, 47, 49, 50, 27, 32, 36, 48, 54, 68]]"
694,"[[81], [81, 29, 50, 2, 100, 31, 27, 35, 5, 36]]"
695,"[[50], [50, 89, 36, 18, 27, 53, 35, 72, 80, 87]]"
696,"[[6], [6, 61, 66, 27, 31, 62, 36, 50, 32, 69]]"
697,"[[50], [50, 29, 35, 53, 54, 49, 32, 69, 62, 65]]"
698,"[[73], [73, 100, 27, 6, 78, 31, 61, 80, 3, 76]]"
